Code,Description
71354400,Hydrographic services.
71354500,Marine survey services.
71355000,Surveying services.
71355100,Photogrammetry services.
71355200,Ordnance surveying.
71356000,Technical services.
71356100,Technical control services.
71356200,Technical assistance services.
71356300,Technical support services.
71356400,Technical planning services.
71400000,Urban planning and landscape architectural services.
71410000,Urban planning services.
71420000,Landscape architectural services.
71421000,Landscape gardening services.
71500000,Construction-related services.
71510000,Site-investigation services.
71520000,Construction supervision services.
71521000,Construction-site supervision services.
71530000,Construction consultancy services.
71540000,Construction management services.
71541000,Construction project management services.
71550000,Blacksmith services.
71600000,"Technical testing, analysis and consultancy services."
71610000,Composition and purity testing and analysis services.
71620000,Analysis services.
71621000,Technical analysis or consultancy services.
71630000,Technical inspection and testing services.
71631000,Technical inspection services.
71631100,Machinery-inspection services.
71631200,Technical automobile inspection services.
71631300,Technical building-inspection services.
71631400,Technical inspection services of engineering structures.
71631420,Maritime safety inspection services.
71631430,Leak-testing services.
71631440,Flow-monitoring services.
71631450,Bridge-inspection services.
71631460,Dam-inspection services.
71631470,Railway-track inspection services.
71631480,Road inspection services.
71631490,Runway inspection services.
71632000,Technical testing services.
71632100,Valve-testing services.
71632200,Non-destructive testing services.
71700000,Monitoring and control services.
71730000,Industrial inspection services.
71731000,Industrial quality control services.
71800000,Consulting services for water-supply and waste consultancy.
71900000,Laboratory services.
72000000,"IT services: consulting, software development, Internet and support."
72100000,Hardware consultancy services.
72110000,Hardware selection consultancy services.
72120000,Hardware disaster-recovery consultancy services.
72130000,Computer-site planning consultancy services.
72140000,Computer hardware acceptance testing consultancy services.
72150000,Computer audit consultancy and hardware consultancy services.
72200000,Software programming and consultancy services.
72210000,Programming services of packaged software products.
72211000,Programming services of systems and user software.
72212000,Programming services of application software.
72212100,Industry specific software development services.
72212110,Point of sale (POS) software development services.
72212120,Flight control software development services.
72212121,Air traffic control software development services.
72212130,Aviation ground support and test software development services.
72212131,Aviation ground support software development services.
72212132,Aviation test software development services.
72212140,Railway traffic control software development services.
72212150,Industrial control software development services.
72212160,Library software development services.
72212170,Compliance software development services.
72212180,Medical software development services.
72212190,Educational software development services.
72212200,"Networking, Internet and intranet software development services."
72212210,Networking software development services.
72212211,Platform interconnectivity software development services.
72212212,Optical jukebox server software development services.
72212213,Operating system enhancement software development services.
72212214,Network operating system software development services.
72212215,Networking developers software development services.
72212216,Network connectivity terminale mulation software development services.
72212217,Transaction-processing software development services.
72212218,License management software development services.
